subject,predicate,object,type,source_url,category,subcategory
They,farm,with,general,http://darksouls.wikidot.com/egg-carrier,Consumables,Recovery Items
parasite,trade,with,general,http://darksouls.wikidot.com/egg-vermifuge,Consumables,Recovery Items
Eingyi,give,one,general,http://darksouls.wikidot.com/egg-vermifuge,Consumables,Recovery Items
He,drop,two,general,http://darksouls.wikidot.com/egg-vermifuge,Consumables,Recovery Items
he,come,to,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
Lady,suck,pus,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
he,become,servant,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
Use,give,Vermifuge,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
he,give,Flame,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
He,ascend,Flame,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
This,unlock,option,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
he,sell,spells,general,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
Witch,has_item,Ring,item,http://darksouls.wikidot.com/eingyi,Consumables,Recovery Items
She,have,arms,general,http://darksouls.wikidot.com/elizabeth,Consumables,Recovery Items
Elizabeth,recognize,player,general,http://darksouls.wikidot.com/elizabeth,Consumables,Recovery Items
Elizabeth,sell,ones,general,http://darksouls.wikidot.com/elizabeth,Consumables,Recovery Items
you,lose,merchant,general,http://darksouls.wikidot.com/elizabeth,Consumables,Recovery Items
effect,make,differance,general,http://darksouls.wikidot.com/elizabeth-s-mushroom,Consumables,Recovery Items
Gifted,drop,by,general,http://darksouls.wikidot.com/elizabeth-s-mushroom,Consumables,Recovery Items
Undead,treasure,flasks,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
Flasks,link,to,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
Tales,make,reference,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
You,have,Flask,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
You,kindle,bonfire,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
game,take,charges,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
You,obtain,Rite,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
they,give,charges,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
You,have,Soul,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
upgrade,refill,amount,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
charges,replenish,according,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
you,gain,charge,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
flask,fill,limit,general,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
Keeper,has_item,soul,item,http://darksouls.wikidot.com/estus-flask,Consumables,Recovery Items
cross,spot,due,general,http://darksouls.wikidot.com/frog-ray,Consumables,Recovery Items
it,deal,damage,general,http://darksouls.wikidot.com/frog-ray,Consumables,Recovery Items
Blossom,lash,with,general,http://darksouls.wikidot.com/frog-ray,Consumables,Recovery Items
Many,have,number,general,http://darksouls.wikidot.com/gifts,Consumables,Recovery Items
This,harvest,in,general,http://darksouls.wikidot.com/green-blossom,Consumables,Recovery Items
effect,stack,with,general,http://darksouls.wikidot.com/green-blossom,Consumables,Recovery Items
she,ask,for,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
nest,locate,outside,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
you,have,selection,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
Items,drop,in,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
Snuggly,accept,them,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
dialogue,inform,you,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
she,say,Enough,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
This,prevent,by,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
Notes,be,items,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
you,lose,item,general,http://darksouls.wikidot.com/hawk-girl,Consumables,Recovery Items
They,sweep,legs,general,http://darksouls.wikidot.com/lost-izalith,Consumables,Recovery Items
Some,shoot,with,general,http://darksouls.wikidot.com/lost-izalith,Consumables,Recovery Items
Izalith,flood,with,general,http://darksouls.wikidot.com/lost-izalith,Consumables,Recovery Items
walking,decrease,durability,general,http://darksouls.wikidot.com/lost-izalith,Consumables,Recovery Items
They,ignore,player,general,http://darksouls.wikidot.com/lost-izalith,Consumables,Recovery Items
one,has_item,armor,item,http://darksouls.wikidot.com/lost-izalith,Consumables,Recovery Items
They,have,piles,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
Six,find,at,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
Strategies,have,defense,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
you,use,attack,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
weapon,make,work,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
This,do,on,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
you,use,Catalyst,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
Discovery,choose,method,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
attack,kill,Shell,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
builds,have,Attunement,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
builds,have,charges,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
Bone,repeat,from,general,http://darksouls.wikidot.com/man-eater-shell,Consumables,Recovery Items
He,help,you,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
he,choose,you,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
He,stand,in,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
This,list,stats,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
he,have,HP,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
you,see,animation,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
he,wait,for,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
NPC,have,lines,general,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
Pilgrim,has_item,Key,item,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
Pilgrim,has_item,Key,item,http://darksouls.wikidot.com/oscar-knight-of-astora,Consumables,Recovery Items
He,absolve,sin,general,http://darksouls.wikidot.com/oswald-of-carim,Consumables,Recovery Items
Parish,appear,on,general,http://darksouls.wikidot.com/oswald-of-carim,Consumables,Recovery Items
He,absolve,sins,general,http://darksouls.wikidot.com/oswald-of-carim,Consumables,Recovery Items
he,have,Stones,general,http://darksouls.wikidot.com/oswald-of-carim,Consumables,Recovery Items
your,member_of,Covenant,faction,http://darksouls.wikidot.com/oswald-of-carim,Consumables,Recovery Items
she,have,place,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
Notes,need,Doll,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
You,talk,to,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
weapons,prevent,Zombie,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
You,take,left,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,drop,side,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
You,farm,Souvenirs,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
You,fall,to,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,see,bridge,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
Phalanx,follow,you,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,go,into,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,go,to,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
note,reach,courtyard,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
You,jump,from,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
corridor,end,at,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,explore,area,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
turn,lead,you,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
bridge,contain,archers,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,see,ledge,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,make,it,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,meet,Zombies,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,reach,path,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,fall,into,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,fall,into,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
Enemies,check,pages,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
Jeremiah,appear,in,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
One,carry,Pyromancy,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
Six,locate,in,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
monument,dissolve,into,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
They,find,in,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
You,hear,grunts,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
one,drop,Shard,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
Notes,access,room,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
you,hear,him,general,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
their,has_item,shield,item,http://darksouls.wikidot.com/painted-world-of-ariamis,Consumables,Recovery Items
stone,encase,skull,general,http://darksouls.wikidot.com/purging-stone,Consumables,Recovery Items
Stone,dispel,curses,general,http://darksouls.wikidot.com/purging-stone,Consumables,Recovery Items
Poison,build,in,general,http://darksouls.wikidot.com/purple-moss-clump,Consumables,Recovery Items
status,trade,with,general,http://darksouls.wikidot.com/purple-moss-clump,Consumables,Recovery Items
they,disappear,to,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Pinwheel,move,them,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Tomb,lie,in,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
She,request,you,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
She,move,to,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Parish,die,after,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
she,drop,Humanity,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
he,drop,Talisman,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
she,move,on,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Archives,kidnap,her,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
door,require,Tower,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Sells,advance,Miracles,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Talisman,attack,you,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
Petrus,have,chance,general,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
her,has_item,miracles,item,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
her,has_item,miracles,item,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
her,has_item,miracles,item,http://darksouls.wikidot.com/rhea-of-thorolund,Consumables,Recovery Items
They,stay,on,general,http://darksouls.wikidot.com/tree-lizard,Consumables,Recovery Items
Garden,be,two,general,http://darksouls.wikidot.com/tree-lizard,Consumables,Recovery Items
they,strike,at,general,http://darksouls.wikidot.com/tree-lizard,Consumables,Recovery Items
It,scale,with,general,http://darksouls.wikidot.com/black-firebomb,Consumables,Offensive Items
weapon,inflict,damage,general,http://darksouls.wikidot.com/charcoal-pine-resin,Consumables,Offensive Items
who,have,fear,general,http://darksouls.wikidot.com/charcoal-pine-resin,Consumables,Offensive Items
Availability,add,points,general,http://darksouls.wikidot.com/charcoal-pine-resin,Consumables,Offensive Items
effect,care,about,general,http://darksouls.wikidot.com/dung-pie,Consumables,Offensive Items
you,throw,Pies,general,http://darksouls.wikidot.com/dung-pie,Consumables,Offensive Items
darts,have,effect,general,http://darksouls.wikidot.com/dung-pie,Consumables,Offensive Items
process,discourage,overuse,general,http://darksouls.wikidot.com/dung-pie,Consumables,Offensive Items
warriors,use,these,general,http://darksouls.wikidot.com/firebomb,Consumables,Offensive Items
It,scale,with,general,http://darksouls.wikidot.com/firebomb,Consumables,Offensive Items
weapon,inflict,damage,general,http://darksouls.wikidot.com/gold-pine-resin,Consumables,Offensive Items
Limit,open,with,general,http://darksouls.wikidot.com/gold-pine-resin,Consumables,Offensive Items
They,pack,punch,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
barbarian,charge,smash,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
They,let,guard,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
roar,do,damage,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
they,have,amount,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
They,dash,with,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
They,lift,boulder,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
This,deal,lot,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
Backstabs,say,about,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
attacks,block,with,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
You,attack,them,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
hits,bleed,them,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
hit,kill,them,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
weapon,work,on,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
method,use,on,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
you,bait,them,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
You,pick,them,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
these,access,in,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
s,have,value,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
player,reposition,themselves,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
Barbarians,chase,after,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
You,pick,loot,general,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
your,has_item,shield,item,http://darksouls.wikidot.com/infested-barbarian,Consumables,Offensive Items
it,take,you,general,http://darksouls.wikidot.com/mushroom-child,Consumables,Offensive Items
Notes,turn,you,general,http://darksouls.wikidot.com/mushroom-child,Consumables,Offensive Items
Two,find,at,general,http://darksouls.wikidot.com/mushroom-parent,Consumables,Offensive Items
Hollow,find,at,general,http://darksouls.wikidot.com/mushroom-parent,Consumables,Offensive Items
you,attack,it,general,http://darksouls.wikidot.com/mushroom-parent,Consumables,Offensive Items
they,guard,painting,general,http://darksouls.wikidot.com/painting-guardian,Consumables,Offensive Items
they,use,moveset,general,http://darksouls.wikidot.com/painting-guardian,Consumables,Offensive Items
they,switch,weapon,general,http://darksouls.wikidot.com/painting-guardian,Consumables,Offensive Items
you,face,backs,general,http://darksouls.wikidot.com/painting-guardian,Consumables,Offensive Items
You,backstab,them,general,http://darksouls.wikidot.com/painting-guardian,Consumables,Offensive Items
their,has_item,weapon,item,http://darksouls.wikidot.com/painting-guardian,Consumables,Offensive Items
it,take,damage,general,http://darksouls.wikidot.com/poison-throwing-knife,Consumables,Offensive Items
Availability,purchase,from,general,http://darksouls.wikidot.com/poison-throwing-knife,Consumables,Offensive Items
it,fly,in,general,http://darksouls.wikidot.com/poison-throwing-knife,Consumables,Offensive Items
Hits,build,level,general,http://darksouls.wikidot.com/rotten-pine-resin,Consumables,Offensive Items
damage,inflict,for,general,http://darksouls.wikidot.com/rotten-pine-resin,Consumables,Offensive Items
Availability,add,effect,general,http://darksouls.wikidot.com/rotten-pine-resin,Consumables,Offensive Items
attacks,build,Notes,general,http://darksouls.wikidot.com/rotten-pine-resin,Consumables,Offensive Items
it,fly,in,general,http://darksouls.wikidot.com/throwing-knife,Consumables,Offensive Items
Map,unlock,door,general,http://darksouls.wikidot.com/undead-burg,Consumables,Offensive Items
staircase,lead,up,general,http://darksouls.wikidot.com/undead-burg,Consumables,Offensive Items
He,wear,Set,general,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
this,do,lot,general,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
damage,go,through,general,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
soldier,thrust,with,general,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
technique,use,move,general,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
They,have,window,general,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
Soldier,has_item,Shield,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
your,has_item,shield,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
their,has_item,shield,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
their,has_item,shields,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
their,has_item,shield,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
your,has_item,shield,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
their,has_item,shield,item,http://darksouls.wikidot.com/undead-soldier,Consumables,Offensive Items
she,kindle,bonfire,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
player,ring,Bells,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
you,find,body,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
Orb,use,in,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
you,receive,Soul,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
You,use,it,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
you,use,soul,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
You,use,Soul,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
you,invade,Lautrec,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
NPC,have,lines,general,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
player,has_item,rings,item,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
her,has_item,Soul,item,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
her,has_item,soul,item,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
her,has_item,soul,item,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
her,has_item,Soul,item,http://darksouls.wikidot.com/anastacia-of-astora,Consumables,Souls
shortcut,use,elevator,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
you,reach,area,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
Important,bring,Clumps,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
Darts,deal,damage,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
Shield,block,attacks,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
ledges,access,from,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
items,help,Body,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
You,have,on,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
you,poke,them,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
Video,do,via,general,http://darksouls.wikidot.com/blighttown,Consumables,Souls
your,has_item,shield,item,http://darksouls.wikidot.com/blighttown,Consumables,Souls
reward,vary,between,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
column,represent,amount,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
you,go,through,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
you,use,miracle,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
you,quit,game,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
You,find,it,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
Players,skip,boss,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
door,lead,to,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
door,lead,to,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
They,guard,bell,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
you,take,path,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
area,access,via,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
mini,defeat,from,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
it,beat,in,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
It,contain,boss,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
She,guard,bell,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
area,access,via,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
you,need,ring,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
bell,open,gate,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
gate,lead,to,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
You,get,through,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
them,go,to,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
you,go,to,general,http://darksouls.wikidot.com/bosses,Consumables,Souls
Quelaag,live,with,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
all,transform,into,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
She,escape,worst,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
they,climb,to,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Soul,defeat,Spirit,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Notes,affect,damage,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
stream,leave,to,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
blob,shoot,distance,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
spider,raise,legs,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
shockwaves,erupt,from,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
sideswipe,follow,in,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Spider,lower,body,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
it,do,damage,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
It,do,attack,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Quelaag,raise,sword,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
combo,perform,swipes,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Quelaag,stop,combo,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Human,deal,mixture,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
she,use,this,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
It,have,channel,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
All,leave,varying,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
These,do,lot,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
globs,disappear,after,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
This,require,her,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
attack,look,for,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
weapon,hit,body,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
you,stagger,her,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
half,work,with,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Stealth,make,for,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
You,need,to,general,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Quelaag,has_item,sword,item,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
her,has_item,sword,item,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
her,has_item,sword,item,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Quelaag,has_item,weapon,item,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
her,has_item,weapon,item,http://darksouls.wikidot.com/chaos-witch-quelaag,Consumables,Souls
Defeat,provide,souls,general,http://darksouls.wikidot.com/core-of-an-iron-golem,Consumables,Souls
player,discover,doll,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
She,stand,in,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
Attacking,count,as,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
you,have,area,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
game,enter,softlock,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
players,use,tools,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
This,solve,by,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
it,have,range,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
You,utilize,Power,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
weapon,kill,her,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
She,break,out,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
you,see,footprints,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
You,stagger,her,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
armor,recommend,for,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
weapon,stagger,her,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
you,hold,shield,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
arrows,stagger,her,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
Pies,apply,Toxic,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
HP,base,on,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
tail,have,%,general,http://darksouls.wikidot.com/crossbreed-priscilla,Consumables,Souls
